price,price_range_min,price_range_max,location,brand,model,km_driven,vehicle_type,engine_capacity,origin,description,age,Brand_Model
11.5,17.14,20.13,Quận 7,Honda,Future,50000,Xe số,100 - 175 cc,Nhật Bản,"Future 2 xe hơi tàn phù hợp cho Ae về dọn kiểng Xe mình dọn kiểng đã lâu , giờ tàng ko mứn dọn lại nên bán , Xe hơi tàng , phù hợp cho ae về dọn lại , còn ko thích dọn thỳ để cày cũng chẳng sau , máy zin êm , có sẳn phuộc nice zin lun , xe chính chủ mình đứng Uy Quyền lần 2",20,Honda Future
15.9,17.08,20.05,Quận 7,Honda,Winner X,9999,Tay côn/Moto,100 - 175 cc,Việt Nam,"Winner X BSTP ( GIẤY TỜ ĐẦY ĐỦ) Winner X 2019

BSTP GIẤY TỜ ĐẦY ĐỦ , có cccd chủ xe , Viết giấy Tay Bao Tranh chấp Tại cửa Hàng .

Xe Chất , Máy Zin Êm , Chưa Rớt đầu Nồi 

Dàn Áo , Chân Sáng Đẹp , Sơn Zin 

Giá Bán :15 Triệu 900K

Xem xe : Quận 7.",5,Honda Winner X
11,14.1,16.55,Quận 7,Honda,Wave,100000,Xe số,100 - 175 cc,Việt Nam,"Xe con rât mơi nha anh em Xe we dang ky 2022 màu trắng đen dàn áo còn mới tinh,tinh trang máy hơi kêu côt nhông sên bi tuông anh em mua ve muôn ngon làm máy lai",3,Honda Wave
6.5,7.45,8.74,Quận 7,Piaggio,Liberty,50,Tay ga,100 - 175 cc,Đang cập nhật,"Bán xe máy củ nhà đi còn mới Bán xe máy củ nhà đi còn mới 

Gái rẻ",12,Piaggio Liberty
39,32.11,37.7,Quận 7,Honda,Vario,22000,Tay ga,100 - 175 cc,Việt Nam,"Xe Vario Xám chữ Đỏ 2021 Xe ít dùng, hiện trạng mới 90%, ai có thiện chí liên hệ số dt ***",4,Honda Vario
10,15.62527778,18.345,Quận 7,Suzuki,Raider,100000,Tay côn/Moto,100 - 175 cc,Việt Nam,cần bán gắp chính chủ đư tiền là lụm huỳnh tấn phát quận 7,0,Suzuki Raider
6,3.66,4.3,Quận 7,Hãng khác,Dòng khác,30000,Tay côn/Moto,50 - 100 cc,Nước khác,"win 110 cần tiền bán gấp gtdd
đèn , đề , xinhan mọi chức năng ok
anh chị em thiện chí liên hệ em xem xe quận 7",23,Hãng khác Dòng khác
5,4.42,5.18,Quận 7,SYM,Attila,16000,Tay ga,Không biết rõ,Đang cập nhật,"bán xe Attila Elizabeth Fi Dò mua xe mới, bán xe atila chạy binh thương, xe chạy rất êm, Không hú, Không ép giá mình bán mua được cảm ơn nhiều, Không mua mình để chạy ả",7,SYM Attila
7.9,7.65,8.98,Quận 7,Honda,Wave,52000,Xe số,100 - 175 cc,Việt Nam,"CHÍNH CHỦ BÁN XE WAVE S 110 Chính chủ bán xe WAVE S 110, sang tên cho khách ngay , bớt lộc cho anh em thiện chí . Xem xe tại nhà Quận 7",12,Honda Wave
10,10.51,12.33,Quận 7,Kymco,Candy S,42000,Tay ga,Dưới 50 cc,Đài Loan,"Xe Kymco Candy 50cc chính chủ, bstp, đẹp Xe Kymco Candy 50 có thắng đĩa trước. Xe chính chủ bstp. Cách đây 2 năm, xe được sơn lại theo màu xanh yêu thích của nhỏ con gái. Máy móc, nồi, bố, dây cuaroa, bi các thứ gần như mới toàn bộ. Xe nhìn đẹp. Bây giờ cháu nó đã lên đại học, nên nó muốn đổi xe phân khối lớn hơn cho phù hợp lứa tuổi. Xe đứng tên tôi chính chủ trên cavet bán và ký giấy tại công chứng. Giá chỉ bớt ít lộc và bao phí công chứng, tổng cộng là năm trăm ngàn. Nếu ai có ý định bớt nhiều, xin vui lòng tìm xe khác. Xin cảm ơn các anh chị.",7,Kymco Candy S
18,22.85,26.82,Quận 7,Honda,Future,64000,Xe số,100 - 175 cc,Việt Nam,"HONDA FUTURE LED ĐỎ 2020 MỚI 80% Mình cần bán xe future 2020, xe dán keo nên lột ra sẽ mới
Anh chị em nào mua e để giá 18 triệu, có thương lượng bớt lộc cho anh chị em nào qua xem xe nhanh gọn lẹ. Sdt e ***",5,Honda Future
6.6,8.6,10.1,Quận 7,Honda,Air Blade,30000,Tay ga,100 - 175 cc,Việt Nam,"Honda Ab110 FI phun xăng điện tử xả rẻ òm Ab 110 Fi phun xăng.đầu nồi chưa rớt,máy móc êm mạnh full chức năng.Đèn led,đèn đồng hồ 7 màu.CV công chứng .Giá ra đi 6,6tr fix lộc 
Bảo hành máy móc 6 tháng
Bao tranh chấp trộm cắp. ACE về rã đồ,cày bừa tùy ý
Nhận giao lưu bù trừ các dòng xe",16,Honda Air Blade
25,14.76,17.33,Quận 7,Honda,Cub,90000,Xe số,50 - 100 cc,Nhật Bản,"Xe Cub 1992 máy Nhật zin - Xe Cub 1992 nguyên máy zin Nhật
- Màu sơn xanh 
- Dung tích 70cc
- Xe chạy êm nhẹ xăng",33,Honda Cub
31,72.21,84.76,Quận 7,Honda,CBR,40000,Tay côn/Moto,100 - 175 cc,Ấn Độ,"Bán/Giao lưu sang tay Ga Có vk nên cần giao lưu CBR150 2019 ABS sang 1 e tay ga, ưu tiên Vario150 hoặc AB.
Anh em cần ib ạ",6,Honda CBR
98,98.4,115.51,Quận 7,Honda,SH,54500,Tay ga,100 - 175 cc,Nước khác,"Gã Gấp SH Ý 125i lên sóng hàng hiếm vừa cập bến
#Shý 125 ( hàng 3 cục số máy 500 )
-Odo zin 54.500km
- Máy zin chưa chạm cực tê
- Xe chính chủ bao ký uỷ quyền
- Nhận gluu bù trừ
Chất xe miễn bàn và cái #zá chỉ :
 9️⃣7️⃣ củ khoai ( còn thương lượng) Fix cho ae 🌾 nhanh gọn lẹ
Lh em",15,Honda SH
13,10.49,12.31,Quận 7,Piaggio,LX,19000,Tay ga,100 - 175 cc,Nước khác,"Bán xe Vespa LX 125 đời 2013 , 19,000 km . Piaggo Vespa Ý 2013 ,LX 125 chạy 19,000 km 
Xe chính chủ , xem xe tại Himlam .",12,Piaggio LX
23,19.92,23.38,Quận 7,Yamaha,Exciter,20000,Tay côn/Moto,100 - 175 cc,Việt Nam,"Bán xe Yamaha Exciter Xe giấy tờ đầy đủ , zin nguyên bản máy êm , bao chanh chấp , anh em thiện chí liên hệ",6,Yamaha Exciter
17.5,12.59,14.78,Quận 7,Honda,Air Blade,38101,Tay ga,100 - 175 cc,Việt Nam,XE AB .2010 BÁN Mình cần bán xe ab 2010 Fi..phun xăng..xe mình bảo dưỡng kỉ nhớt thay định kì.nói chung xe nhìn hình sẽ rỏ.bớt ít cafe.công chúng ủy quyền đoàng hoàn.cavet theo xe.1 chủ.xem xe giờ hành chánh.,15,Honda Air Blade
19,22.99,26.99,Quận 7,Yamaha,Nvx,39500,Tay ga,100 - 175 cc,Đang cập nhật,"Bán xe Giá tốt Tình trạng xe còn mới, không trầy , xe chạy rất kỹ , chỉ là nữ nên chạy còn rất mới, .",6,Yamaha Nvx
40,17.45,20.48,Quận 7,Honda,Wave,410000,Xe số,100 - 175 cc,Thái Lan,"xe zin đẹp Xe zin chỉ dặm cánh bủng và mỏ dè , xe cực êm hàng đủ chuẩn để sưu tâm , bs 4 sô cực đẹp , theo sdt đăng ký",25,Honda Wave
4.5,3.6,4.23,Quận 7,Suzuki,Hayate,55555,Tay ga,100 - 175 cc,Nhật Bản,"Suzuki hayate Xe còn đẹp, máy móc êm ru. Nhà dư dùng nên cần bán, mua về chỉ việc đổ xăng chạy. Xe bs thành phố, có cccd chủ xe. Bán gấp trong ngày cám ơn achi đã xem tin",14,Suzuki Hayate
3.9,4.79,5.63,Quận 7,Suzuki,Revo,25000,Xe số,100 - 175 cc,Nhật Bản,"Suzuki revo 110 còn zin nhiều đang dọn kiểng dở Vì quá thích dòng này,máy vòng tua thấp đi như exceiter 2011, máy lực nên đã sưu tầm được chiếc này. Dọn dang dở thì vợ k chịu nên đành phải ra đi đam mê. Xe tốt đồ đạc giấy tờ đàng hoàng mong a e vào đừng trả giá. Giá này là giá để bán thẳng. Cà vet chuẩn , đèn đề đầy đủ. Xe thỉnh thoảng cũng chở vợ con đi Long An, Bình Dương. Máy zin chưa từng mở ra, cuc masy thì rất êm khoẻ, lá nồi mòn nên nồi đang hơi yếu chưa dọn tới tuy nhiên đi vẫn ngon. Mới thay nhông sên, cặp vỏ.",13,Suzuki Revo
23.5,17.33,20.34,Quận 7,Honda,Spacy,25000,Tay ga,Trên 175 cc,Nhật Bản,"Freeway 250cc zin, cà vẹt xịn Cần bán freeway 250cc màu xanh, xe biển tphcm , cà vẹt zin. Máy móc zin nguyên bản bao chưa rớt đầu, cà vẹt xịn. Chủ sử dụng kỹ, mua bán tại nhà, chủ viết giấy bao tranh chấp, không sang tên. Xe còn đẹp, máy êm. Liên hệ A.Phước q7",26,Honda Spacy
45,43.32,50.85,Quận 7,Yamaha,R,1500,Tay ga,100 - 175 cc,Hàn Quốc,"yamaha r15 2022 q7 Xe máy tốt, bảo dưỡng tốt, đời 2022
Odo:1500km+@
Zalo:***",3,Yamaha R
18,19.98,23.46,Quận 7,Honda,Air Blade,100000,Tay ga,100 - 175 cc,Việt Nam,Xe AB 2016 cần bán Nhà còn dư 1 chiếc ab 2016 chính chủ biển vĩnh long . Xe mới đầy đủ . Mua về chạy thui . Nhà huỳnh tấn phát ai cần liên hệ nha . Ai xa e bớt chút lộc,9,Honda Air Blade
4,10.55,12.38,Quận 7,Honda,Wave,868686,Xe số,Dưới 50 cc,Hàn Quốc,"Xe Wave 50 học sinh Bán chiếc wave 50 học sinh chạy ko cần bằng lái, giấy tờ đầy đủ, máy cực kỳ êm, xe đời đầu rất bền, tiết kiệm xăng, kv HCM có ship",23,Honda Wave
42,36.71,43.1,Quận 7,Honda,Air Blade,26000,Tay ga,100 - 175 cc,Việt Nam,"150 ABS phiên bản đặc biệt fix nhanh gọn lẹ Xe em chính chủ sang tiên trong ngày 
Biển tỉnh gò công tiền giang
Xe zin 
(***)gọi em số này",2,Honda Air Blade
0.117,72.21,84.76,Quận 7,Honda,CBR,30000,Tay côn/Moto,Trên 175 cc,Nhật Bản,cbr 650f Cbr650f cần bán. Chính chủ mua bán sang tên.xe bao chạy,6,Honda CBR
15,22.35,26.24,Quận 7,Honda,Air Blade,77000,Tay ga,100 - 175 cc,Nhật Bản,"Bán AB 2018 KCC biển 67 bao tranh chấp quay đầu Xe có cavet chỉ là giấy đi đường 
Bao tranh chấp của cửa hàng 
Đã sơn tuốt lại và làm nồi ngon lành 
Máy móc êm ru, không kêu hú 
Có lên bị mini dưới gầm trợ sáng
Bao quay đầu cho ae sau 1 năm, tùy tình trạng xe 
Ae đọc kỹ thấy hợp lý thì alô mình 
Cảm ơn ae đã đọc tin.",7,Honda Air Blade
175,100.5,117.98,Quận 7,Honda,CB,6000,Tay côn/Moto,Trên 175 cc,Việt Nam,"Cần bán CB650R date 2022 BSTP (Bao rút hs) Xe chính chủ, ký mua bán sang tên 30s odo lướt 6000km biển SG. Bớt nhẹ nhàng cho ae thiện chí, tình trạng xe zin nguyên bản không độ đẽo ngập nước. Hiện xe đang quận 7, ae mến liên hệ trực tiếp thương lượng. Cò lái ép giá miễn nhắn tin, mình cảm ơn",3,Honda CB
15,14.62,17.16,Quận 7,Yamaha,Exciter,50000,Tay côn/Moto,100 - 175 cc,Nhật Bản,Do muốn đổi xe nên nhượng lại cho anh em đam mê Xe bảo dưởng định kỳ nên anh chị an tâm đổ xăng là đi,9,Yamaha Exciter
20.4,13.82,16.22,Quận 7,Yamaha,Sirius,4500,Xe số,100 - 175 cc,Nhật Bản,"xe mới mua ko muốn đi nx nên bán Xe có gtdd 
Xe còn bảo hành hãng
Máy móc im ru",1,Yamaha Sirius
4.7,5.1,5.99,Quận 7,Yamaha,Mio,20000,Tay ga,100 - 175 cc,Việt Nam,"Mio xe đẹp giá tốt Nhà dư dùng nên cần chia lại cho ae nào cần , mua về cho bà xã đi chợ , cho con đi học , xe nhỏ gọn , tình trạng xe nguyên zin , xe đẹp , máy móc êm , điện đèn ful chức năng , vừa thay cặp vỏ gần cả tr , ko hú , giấy tờ đầu đủ , bs tỉnh , xe nhà đang sử đụng nên rất chăm sóc , ko bỏ phế , ae ai mên alo mình , gần KCX Tân Thuận Q7 ( lưu ý , bớt hỏi linh tinh nha mọi ng )",16,Yamaha Mio
10.5,13.82,16.22,Quận 7,Yamaha,Exciter,123456,Tay côn/Moto,100 - 175 cc,Nước khác,"can ban ex máy chạm zin êm áo leng keng sạch se máy chạm zin êm 
Chân áo leng keng sạch sẽ 
Xem xe q7 
Gọi trực tiếp ***
***",13,Yamaha Exciter
53.5,49.35,57.93,Quận 7,Honda,SH Mode,12000,Tay ga,100 - 175 cc,Việt Nam,"Cần bán xe SH Mode 2022 Nhà dư dùng cần bán Sh mode 2022 Abs Bstp
 Liên hệ ***",3,Honda SH Mode
7.7,7.65,8.98,Quận 7,Honda,Wave,55000,Xe số,100 - 175 cc,Việt Nam,"wave s 2013 màu đỏ En bán lại xe wave s 2013
Xe em chạy kỹ máy rất êm và zin hết ạ
Anh chị mua đi hoặc đi làm rất ok
Xe em mua lại không có sang tên
Giờ bán em bao an ninh và viết giấy tay ạ",12,Honda Wave
39,44.41,52.13,Quận 7,Honda,SH,36000,Tay ga,100 - 175 cc,Việt Nam,"SH 125 VN Không Nhu Cầu đi Nên bán lại 
Xe chính chủ 
Xe ở quận 7 tại nhà",9,Honda SH
15.5,16.88,19.81,Quận 7,Honda,Vision,277000,Tay ga,100 - 175 cc,Nhật Bản,xe Vision bstp Mình cần bán con xe vision máy móc khỏi phải chê xe giấy tờ đầy đủ mình chỉ viết giây tay bao tranh chấp thôi nha xe mua về đổ xăng là đi thôi ai cần liên hệ mình có bớt chút cho ae nhanh lẹ.,9,Honda Vision
22,9.18,10.78,Quận 7,Honda,67,9999,Xe số,Dưới 50 cc,Đang cập nhật,"xe 67 không 9 chủ biển 4 số máy54 nhẹ mua là chạy Đang sử dụng đi lại bình thường sk sm chuẩn
Biển số 63(TG) mua về chỉ chạy 
Giấy tờ chuẩn
4 số 1n234
Thông tin khác xin liên hệ
Fix mạnh ae nhanh gọn",28,Honda 67
4.2,11.52,13.52,Quận 7,Honda,Dream,68686,Xe số,50 - 100 cc,Hàn Quốc,"Xe dream đời đầu Bán cho ai cần, dream đời đầu rất bền, giấy tờ đầy đủ, bs TP, máy rất êm, bao đi cày bừa tốt, kv HCM có ship",24,Honda Dream
19.5,13.85,16.26,Quận 7,Yamaha,Janus,18000,Tay ga,100 - 175 cc,Việt Nam,"Janus 2018 siêu đẹp dư không dùng cần bán lại cho ace có nhu cầu.
máy móc nguyên zin, êm ru bà rù...
phiên bản edition đặc biệt
xem xe tại nhà, mặc cả thoải mái....",7,Yamaha Janus
8.5,55.2,64.8,Quận 7,Keeway,Dòng khác,2000,Tay ga,Dưới 50 cc,Hàn Quốc,Mọi chi tiết trên hệ mình Xe giấy tờ đầy đủ nha Mình không sang tên bao giá tranh chấp,25,Keeway Dòng khác
23.6,21.52,25.26,Quận 7,Suzuki,Satria,18800,Xe số,100 - 175 cc,Nước khác,"do nhu cầu không sử dụng nữa cần ra đi em satria Satria indo nhập
Chính chủ đứng tên
Do nhu cầu không sử đụng đến cần ra đi em nó 
Mới thay cặp vỏ vỏ michelin pilot street 2 đi chưa dc 10km
Lh trực tiếp ***",5,Suzuki Satria
18,17.09,20.06,Quận 7,Yamaha,Exciter,26000,Tay côn/Moto,100 - 175 cc,Việt Nam,"Ex150 máy zin êm ít đi Q7 Nhà bè Ex150 2018 xe nhà ít đi . 
Giấy tờ đầy đủ nguồn gốc rõ ràng . Mua cửa hàng
Máy móc Zin êm bốc . Mượt mà ko lỗi
Giá 18tr
Tặng phụ kiện thêm cho ng mua
Xem xe Q7 Nhà bè tp.hcm 
Fix ae thiện chí",7,Yamaha Exciter
15,17.09,20.06,Quận 7,Yamaha,Exciter,26000,Tay côn/Moto,100 - 175 cc,Việt Nam,"Ex150, ít đi Q7 Nhà bè,fix nhẹ Xe ít đi nên bán 
Máy móc Zin Êm Bốc 
Uỷ quyền vì giá trị xe nhỏ 
Fix anh em thiện chí 
Tặng phụ kiện free thêm cho ae",7,Yamaha Exciter
32,27.45,32.22,Quận 7,Honda,Lead,13000,Tay ga,100 - 175 cc,Việt Nam,"cần bán chiếc lead up 4val -dàn áo xe còn mới
-bao ký giấy uỷ quyền",5,Honda Lead
6.999999,41.82,49.09,Quận 7,Suzuki,GN,50000,Tay côn/Moto,100 - 175 cc,Nước khác,"xe GN125 xe máy còn êm 
giấy tờ đầy đủ
cần liên hệ có bớt ạ
zalo ***",5,Suzuki GN
28.5,9.61,11.28,Quận 7,Honda,Dream,50000,Xe số,50 - 100 cc,Thái Lan,Cần bán Cần bán xe máy chính chủ dầu nòi chưa rớt bao rin,25,Honda Dream
18.9,17.08,20.05,Quận 7,Honda,Winner X,38000,Tay côn/Moto,100 - 175 cc,Nhật Bản,"Dư xe cần bán xe Winner V2 . Xe sử dụng kỹ , chạy 38.000km
Xe uỷ quyền công chứng sang tên nhanh gọn.",5,Honda Winner X
31,28.79,33.8,Quận 7,Yamaha,Exciter,9000,Tay côn/Moto,100 - 175 cc,Việt Nam,Ex 155 chính chủ Cần bán ex 155 chính chủ xe ít đi còn rất mới. Lh trực tiếp ko nhận tn. Còn bớt ít,3,Yamaha Exciter
25,19.45,22.83,Quận 7,Honda,Spacy,100000,Tay ga,100 - 175 cc,Nhật Bản,"Bán xe đã dùng liên tục 25 năm, có sửa chữa trên 5 lần",25,Honda Spacy
2.8,11.52,13.52,Quận 7,Honda,Wave,1000,Xe số,100 - 175 cc,Trung Quốc,"Wave Xe gtdd xe mới làm máy êm, đạp nhẹ là nổ buôn bán tại nhà",21,Honda Wave
9.8,9.43,11.07,Quận 7,Yamaha,Luvias,20000,Tay ga,100 - 175 cc,Việt Nam,"cần bán luvias Fi 2016 không chính chủ Cần bán luvias fi 2016
Xe ngon sạch sẽ có củ theo thời gian xe mới làm nồi
Phần máy em mạnh không co tiếng kêu 
Có bớt",9,Yamaha Luvias
9.4,10.02,11.76,Quận 7,Honda,Air Blade,80000,Tay ga,100 - 175 cc,Việt Nam,"CẦN BÁN XE AB 2011 - Giấy tờ đầy đủ 
- Máy móc êm ( cho test thoải mái có thể dẫn thợ đi theo )
- Vừa thay bình
- Còn đầy đủ chức năng 
- Có Fix
- SDT *** ( Quốc )",14,Honda Air Blade
6.7,6.33,7.43,Quận 7,Yamaha,Sirius,50000,Xe số,50 - 100 cc,Thái Lan,"Sirius Thái 2008 BS93 kiểng chế độ cũ xe điện đề còi đầy đủ , xe kiểng chế độ cũ , máy móc êm ru , Giá : 6tr700k xem xe Q7",17,Yamaha Sirius
320,50.6,59.4,Quận 7,Yamaha,YAZ,8888,Tay côn/Moto,100 - 175 cc,Đang cập nhật,"Cần bán Yaz125 TLHQ xe Thanh lý Hải Quan bs 63AF
giấy tờ pháp lý chuẩn bao rút gốc
xe Zin từ A -> Z
bao check bao test
sk sm zin theo xe
e cần bán lại ae nào ưng liên hệ e nha
xe đag ở Quận 7 HCM qua xem xe thoải mái ạ",24,Yamaha YAZ
7,4.21,4.94,Quận 7,Hãng khác,Dòng khác,10000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,"xe cafe racer Xe chạy bốc, êm, điện đề đầy đủ. Mình vẫn đi làm hàng ngày, đi phượt 200 300km bình thường. Anh em quan tâm ib mình có fix nha",18,Hãng khác Dòng khác
3.5,4.01,4.71,Quận 7,Yamaha,Nouvo,50000,Tay ga,100 - 175 cc,Đang cập nhật,"Xe tay ga nouvo đời 2010 Xe 9 chủ máy êm bs quận 1
Sdt ***",15,Yamaha Nouvo
34,28.36,33.3,Quận 7,Honda,Scoopy,220000,Tay ga,100 - 175 cc,Nước khác,xe máy scoopy Nhà ko dùng cần bán xe scoopy 2021-2022 biển số thành phố ký mua bán xe mọi chức năng ok mua về đổ xăng là chạy thôi,4,Honda Scoopy
72,28,32.86,Quận 7,Honda,Vision,7000,Tay ga,100 - 175 cc,Việt Nam,Xe biển đẹp Cần bán gấp tình yêu thương..xe biển quá đẹp.ngủ quý... bán cho người xài..cò bay đi dùm.. cảm ơn,2,Honda Vision
20,27.90061224,32.7522449,Quận 7,Honda,PCX,50000,Tay ga,100 - 175 cc,Việt Nam,PCX đời đầu 2008 Nhà e cần tiền nên bay xe chính chủ. Tình trạng chạy tốt trầy xước nhiều,17,Honda PCX
32,39.18,45.99,Quận 7,Honda,SH,30,Tay ga,100 - 175 cc,Đang cập nhật,"Bán hoặc gl xe nhỏ hơn M cần bán hoặc gl xe nhỏ hơn tiện đi làm
Sh 150 dk 2015 cavet đầy đủ
Máy zin không đâm đụng
Pô zin còn đủ 
Giá 32 còn thương lượng thoải mái
Coi xe Q7 lh số m ở trên",10,Honda SH
4.5,3.55,4.17,Quận 7,Hãng khác,Dòng khác,0,Xe số,100 - 175 cc,Đang cập nhật,"ban xe giấy tờ đầy đủ 
qua xem xe lien hệ ***",15,Hãng khác Dòng khác
5.9,6.22,7.3,Quận 7,Yamaha,Sirius,100000,Xe số,100 - 175 cc,Nhật Bản,Can tien ban gap xe nhu hinh Cần tiền bán gấp xe như hình máy móc im ru giấy tờ đầy đủ bs sg bán 5tr9 ai cần lh mình sdt ***,16,Yamaha Sirius
6.7,8.6,10.1,Quận 7,Honda,Air Blade,35000,Tay ga,100 - 175 cc,Đang cập nhật,Do nhu cầu về quê còn dư 1 chiếc nhượng lại cho ae Xe tình trạng bình thường vẫn di làm thường ngày do nhu cầu quê quê nên dư ra 1 chiếc.máy móc chưa làm biển Tây ninh.anh em có thiện chí đến xem xe có bớt nhẹ cho ae đi làm.giấy tờ đầy đủ.,16,Honda Air Blade
2.5,4.32,5.07,Quận 7,SYM,Elizabeth,72000,Tay ga,100 - 175 cc,Đài Loan,"SYM Attila Elizabeth Fi 2013 CHỦ XE LÀ NGƯỜI NHÀ, chủ đi ra nước ngoài sống, để xe lại cho nhà nhưng ít đi.
- Xe không trộm cấp, có cà vẹt chủ xe.
- xe BS 60B1
- Xe ít đi, Đăng ký 2013, hiện tại 73.000km.
- Tình trạng xe: Khi kẹt xe quá lâu dễ tuột ranti, kẹt lâu dễ tắt máy. Xe hiện vẫn chạy bình thường phù hợp đi chợ, đi học, đi làm những đoạn đường không kẹt nhiều xe. Có điều kiện sửa xe sẽ hoàn thiện hơn.
- Xe từng làm máy gần 2 năm (đã thay mới bơm xăng).",12,SYM Elizabeth
75,28,32.86,Quận 7,Honda,Vision,4000,Tay ga,100 - 175 cc,Việt Nam,"Cần bán gấp Kẹt tiền, cần ra đi e iu thương,xe đẹp vk chạy đi chợ,bao bao ngon",2,Honda Vision
11.5,11.67,13.71,Quận 7,Honda,Wave,30000,Xe số,100 - 175 cc,Việt Nam,"Wave alpha trắng 2020 Bán xe wave Alpha chạy bao êm, bao test, máy móc zin chưa bung gì hết.
110cc tiện lợi cho cày cuốc, đi phượt, đi làm, đi học
Gọn nhẹ và sạch sẽ cho nam và nữ
Vui lòng nt zalo hoặc liên hệ để xem xe",5,Honda Wave
3.9,6.21,7.29,Quận 7,Yamaha,Mio,10000,Tay ga,100 - 175 cc,Nước khác,"MIO ULTIMO Fi Dư xe cần bán gấp, xe cũ giấy tờ đầy đủ, mua về dọn sơ lại cho vợ đi chợ, chở con đi học, giá hợp lý, có gia lộc lá chút cho ae thiện chí.",20,Yamaha Mio
